1567441-4826 	 munkaterület
1891557-72 	 Dusanbe
1891559-72 	 Asgabat
1891560-72 	 Tunisz
1891561-72 	 Nuku@’@alofa
1891562-72 	 Dili
1891563-72 	 Ankara
1891564-72 	 Port@of@Spain
1891565-72 	 Funafuti
1891566-72 	 Tajpej
1891567-72 	 Dodoma
1891569-72 	 Kampala
1891570-72 	 Washington
1891571-72 	 Montevideo
1891572-72 	 Taskent
1891574-72 	 Kingstown
1891575-72 	 Caracas
1891578-72 	 Hanoi
1891579-72 	 Port@Vila
1891589-24 	 ausztrál@dollár
1891608-2406, 2411 	 kanadai@dollár
1891619-2406, 2411 	 cseh@korona
1891640-24 	 hongkongi@dollár
1891642-2406, 2411 	 kuna
1891644-2406, 2411 	 forint
1891653-2406, 2411 	 jen
1891659-2406 	 dél-koreai@won
1891679-2406, 2411 	 máltai@líra
1891692-24 	 új-zélandi@dollár
1891700-2406, 2411 	 złoty
1891711-24 	 szingapúri@dollár
1891714-24, 2406 	 szlovák@korona
1891727-2406, 2411 	 török@líra
1892404-1011, 6621, 6626 	 megújulóenergia-irányelv
1892474-0436, 2021 	 egyablakos@ügyintézés
1892500-2841 	 mikrobicid
1892584-10, 24 	 Beruházási@Keret@Bizottság
1892587-10, 4826 	 Közösség/Svájc@Légi@Közlekedési@Bizottság
1893201-2841, 6811 	 lasalocid
1894618-3606, 6811 	 cisztein
1895066-2841 	 tesztoszteron
1895436-3606, 6811 	 metionin
1896407-6811 	 nyomásváltásos@adszorpció
1896585-1006 	 közösségi@módszer
1896643-2011 	 másodlagos@feldolgozott@termék
1896790-5211 	 fehérszegélyű@kancsóka
1896799-5211 	 madagaszkári@gumólábfa
1896876-3606 	 bíbor@kürtvirág
1897566-5211 	 ágastörzsű@aloé
1897578-3606, 5211 	 kis@kaptárbogár
1898158-2841, 6811 	 mennyiségi@szerkezetaktivitási@összefüggés
1898281-6811 	 ejkozapentaénsav
1898282-6811 	 dokozahexénsav
1898429-2841, 5631 	 petechiális@vérzés
1898475-2841 	 foszfatidsav
1898558-2841 	 hemvas
1898606-2841 	 spermamorfológia
1898609-3606 	 kreatin-kináz
1898655-2841, 5631 	 májelhalás
1898669-2841 	 kondroitin-szulfát
1898697-2841, 60, 6016, 6811 	 transzzsírsav
1898732-3606 	 telepképző@egység
1898929-1016, 5606 	 a@mezőgazdasági@piacok@közös@szervezése
1899147-2431, 4821 	 York-Antwerpeni@szabályok
1899207-1006 	 közérdekből@tett@cselekedet
1899237-3606 	 kanadai@aranygyökér
1899282-6811 	 roncsolás
1899395-6811 	 radzerfordium
1899396-6811 	 dubnium
1899397-6811 	 szíborgium
1899398-6811 	 borium
1899399-6811 	 hasszium
1899400-6811 	 meitnerium
1899406-6811 	 ununoctium
1899551-1016, 12, 4031 	 erőfölénnyel@való@visszaélés
1899552-1011, 4031 	 a@bizottsági@aktába@való@betekintés
1899553-1011, 4031 	 kutatási-fejlesztési@megállapodás
1899554-1011, 4031 	 szakosítási@megállapodás
1899555-1011, 4031 	 horizontális@megállapodás
1899556-4031 	 vertikális@megállapodás
1899558-1016, 4031 	 pénzbírság
1899559-1011, 4031 	 trösztellenes
1899561-16, 4031, 7611 	 EFTA@Felügyeleti@Hatóság
1899562-12, 2446, 4031 	 kényszerítő@bírság
1899563-1011, 4031 	 nemleges@megállapítás
1899564-1011, 1016, 1221, 4031 	 meghallgatás
1899565-1011, 4031 	 piacra@lépés@korlátai
1899566-2426, 4006 	 leválasztás
1899567-1011, 4031 	 kötelezettségek
1899568-1011, 4031 	 angol@klauzula
1899569-10, 4031 	 fehér@klauzula
1899570-1011, 4031 	 versenytilalmi@kikötés
1899571-1011, 4031 	 fekete@klauzula
1899572-1011, 4031 	 engedékenységi@program
1899573-4031 	 összejátszás
1899575-2006, 4031 	 párhuzamos@kereskedelem
1899576-1011, 4031 	 de@minimis@közlemény
1899577-1011, 4031 	 a@19.@cikk@(@3)@bekezdése@szerint@kiadott@közlemény
1899578-1011, 4031 	 bizottsági@közlemény
1899579-1011, 4031 	 kifogásközlés
1899580-1011, 4031 	 verseny
1899581-1011, 4031 	 márkán@belüli@verseny
1899582-1011, 4031 	 potenciális@verseny
1899583-1011, 4031 	 potenciális@versenytárs
1899584-1011, 4031 	 tényleges@versenytárs
1899585-1011, 4031 	 feltételek
1899586-1011, 4031 	 versenyjogi@eljárásokban@eljáró@meghallgatási@tisztviselő
1899587-4016, 4031 	 konzorcium
1899588-1011, 4031 	 vidd@-@vagy@-@fizess@szerződés
1899589-1011, 4026, 4031 	 közös@vezetés
1899590-0811, 10, 4031 	 nemzetközi@együttműködés
1899591-4031 	 (@nemzetközi@)@udvariasság@elve
1899592-1011, 4026, 4031 	 indulási@költségek
1899593-1011, 16, 2031, 4031 	 állandó@költség
1899594-1011, 4031 	 meg@nem@térülő@költségek
1899596-1631, 4026, 4031 	 változó@költség
1899597-1011, 4031 	 szétválasztás
1899598-0436, 1006, 1011 	 hatáskör-átruházás
1899599-2036, 4031 	 kiskereskedő
1899600-1011, 4031 	 kizárólagos@forgalmazás
1899601-1011, 4031 	 szelektív@forgalmazás
1899602-1231, 6416 	 szellemitulajdon-jog
1899603-1011, 4031 	 duopólium
1899604-1011, 4031 	 választékgazdaságosság
1899605-16, 24, 4031 	 méretnagyságból@adódó@gazdaságosság
1899607-4031 	 hálózati@hatás
1899608-1011, 2016, 4031 	 a@tagállamok@közötti@kereskedelemre@gyakorolt@hatás
1899609-1011, 4031 	 továbbgyűrűző@hatások
1899610-1011, 4031 	 kötelezettségvállalás
1899611-4031 	 kartell
1899612-10, 4031 	 vállalkozás
1899613-1011, 4011, 4031 	 közös@vállalkozás
1899614-1016, 4031 	 állami@vállalat
1899615-1011, 4031 	 jogkimerülés
1899616-1011, 4031 	 egyedi@mentesítés
1899617-1011, 4031 	 csoportmentességi@rendelet
1899618-1011, 4031 	 területen@kívüli@hatály
1899619-1011, 4031 	 alapvető@létesítmény
1899620-1011, 4031 	 A/B@formanyomtatvány
1899621-1011, 4031 	 CO-formanyomtatvány
1899622-2036, 4031 	 jogbérlet
1899623-1011, 4031 	 válságösszefonódásra@való@hivatkozás
1899624-20 	 nagykereskedő
1899625-1011, 4031 	 Herfindahl-Hirschman@index
1899626-1011, 4031 	 AKZO-eljárás
1899627-1011, 4031 	 megerősítő@levél
1899628-1011, 4031 	 11.@cikk@szerinti@levél
1899629-1011, 4031 	 a@6.@cikk@szerinti@levél
1899630-1011, 1221 	 felszólító@levél
1899632-1011, 4031 	 megbízott
1899633-4031 	 összejátszás@ajánlattételben
1899634-1011, 2006, 4031 	 upstream@piac
1899635-2016, 4031 	 értékesítési@piac
1899636-1011, 2006, 4031 	 érintett@piac
1899637-10, 4031 	 állami@intézkedés
1899639-1011, 1016, 4031 	 ideiglenes@intézkedés
1899640-1011, 4031 	 márkakényszer
1899641-4031 	 monopólium
1899642-1011, 4031 	 bejelentés
1899643-1011, 4031 	 semmisség
1899644-1011, 4031 	 versenytilalmi@kötelezettség
1899645-1011, 4031 	 oligopólium
1899646-4006, 4031 	 összefonódás
1899647-1011, 4031 	 potyázás
1899648-16, 24, 4031 	 piaci@részesedés
1899649-1011, 1606, 4031 	 panasz
1899650-1016, 4031 	 gazdasági@erőfölény
1899651-1011, 4031 	 vevői@erő
1899652-4031 	 piaci@hatalom
1899653-1011, 1016, 4031 	 összehangolt@magatartás
1899654-1011, 4031 	 versenykorlátozó@magatartásforma
1899655-1011, 4031 	 viszonteladási@ár@kikötése
1899656-1011, 4031 	 kiszorító@árazás
1899657-1011, 4031 	 összefonódás-ellenőrzési@eljárás
1899659-1011, 1221 	 kötelezettségszegési@eljárás
1899660-4031 	 megfelelési@program
1899661-1011, 4031 	 abszolút@területvédelem
1899662-1011, 4031 	 végrehajtási@rendelet
1899663-1011, 4031 	 felhatalmazó@rendelet
1899664-1011, 4031 	 17.@rendelet
1899665-4031 	 Nemzetközi@Versenyügyi@Hálózat
1899666-1011, 4031 	 járulékos@korlátozások
1899667-1011, 4031 	 kőkemény@korlátozások
1899668-4031 	 (@csoportmentességi@kedvezmény@)@visszavonás(a)
1899669-1011, 4031, 6411, 6416 	 know-how
1899670-1011, 1016, 2026, 28, 2826, 4031 	 általános@gazdasági@érdekű@szolgáltatások
1899671-1011, 4031 	 forgalmi@küszöb
1899672-6416 	 közös@jogkezelő@szervezet
1899673-1011, 4031 	 helyettesíthetőség
1899674-1011, 4031 	 objektív@territorialitás@elve
1899675-1011, 4031 	 aktív@eladás
1899676-1011, 2031, 4031 	 árukapcsolás
1899677-1011, 4031 	 passzív@eladás(ok)
1899678-1011, 4031 	 a@piac@lezárása
1899679-1011, 4031 	 Carlsberg-értesítés
1899680-1011, 4031 	 márkák@közti@verseny
1900088-10, 2841 	 gyógyszerészeti@bizottság
1900097-10, 4031 	 versenykorlátozó@magatartásokkal@és@erőfölénnyel@foglalkozó@tanácsadó@bizottság
1900112-10, 2836 	 a@szociális@biztonsági@rendszerek@koordinációjával@foglalkozó@igazgatási@bizottság
1900132-10, 5606 	 Agrárkutatási@Állandó@Bizottság
1900134-5606, 5631 	 Növényegészségügyi@Állandó@Bizottság
1900135-5631 	 Állattenyésztés-techikai@Állandó@Bizottság
1900160-1006, 1011, 5641 	 Halászati@és@Akvakultúraágazati@Tanácsadó@Bizottság
1900168-1021, 2436 	 saját@forrásokkal@foglalkozó@tanácsadó@bizottság
1900313-3606, 6821 	 adaptív@optika
1901482-0821, 4826 	 egyszer@felhasználható@hordozórakéta
1902416-0821 	 levont@tanulságok
1903199-4006, 6411 	 proof@of@concept
1903585-0816, 1006 	 minősítési@útmutató
1903946-0821 	 taktikai@pilóta@nélküli@légi@jármű
1904611-3606, 5631 	 reverz@transzkripciós@polimeráz@láncreakció
1904614-3606 	 nested@PCR
1904648-3226, 3236 	 dokkolóállomás
1904703-3226 	 kapcsolatprotokoll@adategység
1904807-3226 	 vezeték@nélküli@programozás
1904878-3236, 3606 	 Reed-Solomon@kód
1905115-3226, 3236 	 azonnali@üzenetküldés
1905383-12 	 tájékoztatási@kötelezettség
1905402-12 	 egységállam
1905547-12, 4011 	 középvállalkozás
1905744-0806 	 nemzetközi@szervezet
1905767-12 	 monizmus
1905992-12 	 eljárási@szabályok
1906257-16, 2431 	 nyugellátás
1907235-0431, 0436, 48, 4821 	 tengeri@mentést@koordináló@központ
1907737-0811, 7616 	 Indiai-óceáni@Partmenti@Országok@Regionális@Együttműködési@Szervezete
1908399-0431, 3226 	 közbiztonsági@válaszpont
1908728-52 	 Globális@Környezeti@Áttekintés
1909235-2841 	 az@alternatív@módszerek@validálásával@foglalkozó@ügynökségközi@koordinációs@bizottság
1909582-6626, 6826 	 otthoni@napelemes@rendszer
1909832-0821, 12 	 törvény@a@külföldi@hírszerzői@tevékenység@megfigyeléséről
1910156-6811 	 fluoreszcenciás@meghatározás
1910174-3236, 3606 	 kvantumkriptográfia
1910660-0411, 0806 	 Baath@Párt
1910846-66 	 energetikai@szolgáltató
1911236-6036 	 pullulan
1911485-5621 	 talajvédő@művelés
1911509-3226, 4826 	 nanoműhold
1911592-3606 	 spline@függvény
1911682-3606, 6411 	 proteomika
1911693-2841 	 degeneratív@betegség
1911775-3226 	 IP-fejrész@tömörítése
1911849-3226, 4416 	 elemi@fájl
1912011-6811 	 membránszűrés
1912012-52 	 olajleválasztás
1912065-4021 	 eredményorientált@monitoring
1912180-0811, 7226, 7616 	 SPC
1912232-10, 5636 	 az@erdészeti@jogszabályok@végrehajtására@,@az@erdészeti@irányításra@és@az@erdészeti@termékek@kereskedelmére@vonatkozó@uniós@cselekvési@terv
1912258-5206 	 Zöld@Hét
1912259-1016, 4806, 5206 	 Európai@Mobilitási@Hét
1912450-1236, 28, 3611 	 homofóbia
1912970-3226 	 online@vitarendezés
1912971-3226 	 digitális@műsorszórásra@való@átállás
1913014-36 	 Fields-érem
1913530-2841 	 siRNS
1914988-2841 	 Williams-szindróma
1915089-2841 	 terápiás@érték
1915107-2841 	 újonnan@felmerülő@kockázat
1915119-5206 	 európai@növényegészségügyi@értesítési@rendszer
1915128-56, 5631 	 emészthetőséget@fokozó@anyag
1915130-5631 	 nemkívánatos@anyag
1915339-4426, 7611 	 Európai@Szakszervezetek@Szövetsége
1915910-1006, 1631 	 statisztikai@programbizottság
1915996-0811 	 Harmonizált@Rendszer@Bizottság
1916121-0436, 24, 4006 	 Szövetségi@Pénzügyi@Szolgáltatási@Felügyelet
1916378-20, 48, 4821 	 kutatás-mentés
1916406-20, 48, 4821 	 folyékony@ömlesztett@rakomány
1916409-20, 4821 	 ömlesztett@száraz@rakomány
1916535-20, 4821 	 címzett
1916592-4821 	 vízkiszorítás
1916601-20, 4821 	 zár@alá@vétel
1916632-4821, 5641 	 merülési@mérce
1916868-20, 4821 	 káróvás
1917046-2841 	 Creutzfeldt@–@Jakob-szindróma
1917077-10, 48, 52 	 a@veszélyes@áruk@szállításával@foglalkozó@bizottság
1917084-10, 1006, 52 	 a@csomagolásról@és@a@csomagolási@hulladékról@szóló@irányelv@végrehajtási@bizottsága
1917089-1016, 4826 	 Egységes@Égbolt@Bizottság
1917113-1006 	 a@Belső@Piaci@Harmonizációs@Hivatal@(@védjegyek@és@formatervezési@minták@)@fellebbezési@tanácsainak@díjaival@,@végrehajtási@szabályaival@és@eljárásaival@foglalkozó@bizottság
1917119-10, 5641 	 Halászati@Tudományos@,@Műszaki@és@Gazdasági@Bizottság
1917120-10, 5631 	 Állatgyógyászati@Készítmények@Állandó@Bizottsága
1917148-10, 1006, 2011 	 Vámkódexbizottság
1917164-1021, 52 	 a@környezetvédelmi@célú@pénzügyi@eszközzel@(@LIFE@)@foglalkozó@bizottság
1917182-1006, 2811 	 a@vízumok@egységes@formátumának@bevezetésével@foglalkozó@bizottság
1917184-10, 2841, 44 	 foglalkozási@vegyianyag-expozíciós@határértékekkel@foglalkozó@tudományos@bizottság
1917250-5606 	 fokozatos@csökkenés
1917319-2436 	 államháztartási@gazdálkodás
1917327-1236, 2441, 28 	 a@nemek@közötti@egyenlőség@szempontját@érvényesítő@költségvetés-tervezés
1917449-1216 	 kábítószert@testében@csempésző@futár
2100039-3236 	 wiki
2100253-0821, 1016 	 petersbergi@feladatok
2100314-2436 	 költségvetési@ciklus
2100326-1216 	 vádalku
2100352-0436, 1011 	 az@Európai@Unió@Államtanácsainak@és@Legfelső@Közigazgatási@Bíróságainak@Szövetsége
2100398-2411 	 renminbi@jüan
2100436-1006, 5211 	 vadon@élő@állat-@és@növényfajok@kereskedelmével@foglalkozó@bizottság
2100437-10, 48 	 az@iránymutatások@felülvizsgálatával@és@az@információcserével@foglalkozó@bizottság
2100443-10, 2836 	 a@szociális@biztonsági@rendszerek@koordinációjával@foglalkozó@tanácsadó@bizottság
2100450-1006, 6811 	 biocid@termékekkel@foglalkozó@állandó@bizottság
2100469-1606, 4031 	 Állami@Támogatások@Tanácsadó@Bizottsága
2100554-1006, 5641 	 halászati@és@akvakultúra-ágazati@strukturális@bizottság
2100575-10, 36, 6411 	 a@tudomány@és@az@új@technológiák@etikai@kérdéseit@vizsgáló@európai@csoport
2100586-1006, 3226 	 Hírközlési@Bizottság
2100587-10, 3226 	 az@elektronikus@hírközlési@hálózatokkal@és@szolgáltatásokkal@foglalkozó@európai@szabályozók@csoportja
2100588-10, 3226 	 Rádióspektrum-bizottság
2100589-10 	 a@tengeri@közlekedés@biztonságával@és@a@hajókról@történő@szennyezés@megelőzésével@foglalkozó@bizottság
2100602-10, 2841, 6036 	 élelmiszer-adalékanyagok@és@ízesítők@,@élelmiszeripari@segédanyagok@és@élelmiszerrel@érintkező@anyagok@tudományos@testülete
2100603-10, 5631 	 állatok@takarmányozására@használt@adalékanyagok@,@termékek@és@anyagok@tudományos@testülete
2100604-10, 5621, 6811 	 növényvédelmi@termékek@és@szermaradványaik@tudományos@testülete
2100605-1006 	 géntechnológiával@módosított@szervezetek@tudományos@testülete
2100606-10, 2026, 2841, 60 	 diétás@termékek@,@táplálkozás@és@allergiák@tudományos@testülete
2100607-10, 2026, 2841, 60 	 biológiai@veszélyek@tudományos@testülete
2100608-10, 2026, 2841, 60 	 az@élelmiszerláncba@bekerülő@szennyezőanyagok@tudományos@testülete
2100609-1006, 5631 	 állategészségügyi@és@állatjóléti@tudományos@testület
2100610-2841, 5631, 6026 	 Élelmiszerlánc-@és@Állategészségügyi@Állandó@Bizottság
2100613-10 	 végrehajtó@hivatalok@bizottsága
2100615-10, 4826 	 Repülésbiztonsági@Bizottság
2100646-1006, 2026, 2841 	 növényi@gyógyszerekkel@foglalkozó@bizottság
2100650-3236, 6411 	 a@rádiófrekvencia-politikával@foglalkozó@csoport
2100652-1006, 5641 	 Halászati@és@Akvakultúraágazati@Bizottság
2100678-1021 	 a@piaci@árakon@számított@bruttó@nemzeti@jövedelem@összehangolásával@foglalkozó@bizottság
2100682-1016, 1236, 2826 	 emberkereskedelemmel@foglalkozó@szakértői@csoport
2100691-1006, 2026 	 Európai@Fogyasztói@Tanácsadó@Csoport
2100980-2841 	 juvenilis@idiopathiás@arthritis
2101154-2841 	 ülőideg
2101748-3226, 48 	 földrajzi@helymeghatározás
2101923-6821 	 állítható@geometriájú@turbófeltöltő
2102059-3606, 6626 	 giroszkopikus@hatás
2102146-1621, 4006 	 klaszter
2102256-52 	 bioindikáció
2102393-4021 	 teljesítménymenedzsment
2102596-10, 16, 44 	 lisszaboni@célkitűzések
2102599-1016, 2821 	 kohéziós@politika
2102605-1011, 1016 	 a@jólét@és@a@jószomszédi@viszonyok@térsége
2102630-2841, 7611 	 a@gyógyszerek@és@az@egészségügyi@ellátás@minőségével@foglalkozó@európai@igazgatóság
2102638-2836 	 életkereseten@alapuló@rendszer
2102794-2841 	 autológ
2102997-2841 	 meningomyelokele
2104509-6606 	 energiapolitika
2104591-04, 0421, 1016 	 nemzeti@parlament
2104599-0436 	 az@előkészítés@folyamata
2104639-28 	 szociális@vonatkozás
2104719-04, 0421 	 a@képviselők@részvétele@az@üléseken
2104720-04, 0421 	 mentességgel@kapcsolatos@eljárás
2104931-0426, 1006 	 pénzügyi@összeegyeztethetőség@vizsgálata
2105009-24 	 összetett@pénzügyi@instrumentum
2105015-24 	 IFRS-nyitómérleg
2105063-56 	 mezőgazdasági@alkotóelemek
2105064-56 	 csökkentett@mezőgazdasági@alkotóelem
2105065-10, 68 	 engedélyekért@felelős@hivatal
2105066-2006 	 illetékes@nemzeti@hatóságok@listája
2105067-2841, 52 	 emberi@szervezetet@érintő@különleges@kockázatok
2105068-2841, 52 	 szemmel@érintkezve@mérgező
2105069-2841, 52 	 fényérzékenységet@okozhat
2105070-2841, 52 	 RSh3
2105071-2841, 44, 52 	 biztonságos@használatra@vonatkozó@utasítások@a@kezelő@számára
2105081-0806, 1011 	 szomszédságpolitika
2105122-1016, 3226 	 Elektronikus@Hírközlési@Bizottság
2105231-08, 10 	 a@személyek@határátlépésére@irányadó@szabályok@uniós@kódexe
2108019-1606, 4031 	 de@minimis@támogatás
2108031-3606 	 ázsiai@citruscincér
2108036-56 	 amerikai@kukoricabogár
2108198-1006, 3221 	 bizottsági@munkadokumentum
2108232-10, 4816 	 az@elektronikus@útdíjjal@foglalkozó@bizottság
2108237-16, 2011 	 engedélyezett@gazdálkodó
2108300-0431, 3226, 3236 	 a@biztonságosabb@internet@napja
2108316-0811, 5206 	 Vízalap
2109039-4026 	 nemzetközi@költségvetési@számviteli@standardok
2109105-0821, 6811 	 triaceton-triperoxid
2109342-2006 	 közbeszerzési@szolgáltató
2109436-2841 	 dermális@feltöltő@anyag
2109702-3606 	 Európai@Sejtkultúra-gyűjtemény
2109849-24 	 volatilitásindex
2109991-6621, 6826 	 Európai@Fotovillamos@Ágazat@Szervezete
2110166-3236 	 társadalmi@kapcsolatháló-elemzés
2110431-0436, 7621 	 UCLG
2110754-24 	 folyamatosan@kapcsolt@teljesítési@rendszer
2111214-48, 4816 	 Kikötői@Dolgozók@Nemzetközi@Tanácsa
2111493-2006 	 transzregionális@EU@–@ASEAN@kereskedelmi@kezdeményezés
2111662-2426 	 családi@vagyontervezés
2111820-3606 	 potenciálisan@veszélyes@kisbolygó
2111916-0821, 4826 	 multifunkcionális@,@légi@utántöltő@és@szállító@repülőgép
2112143-04, 10, 12 	 ötéves@tamperei@program
2112144-12 	 kerethatározat@a@vagyonelkobzást@elrendelő@határozatok@kölcsönös@elismeréséről
2112158-1006, 3231 	 Fordítási@Főigazgatóság
2112169-10, 6416 	 egyedi@célzott@kutatási@projekt
2112232-0806, 1016 	 állandó@képviselet
2112391-44 	 munkatárs-menedzsment
2112606-3226, 3236 	 bitfolyam-hozzáférés
2112615-48 	 AFS@megfelelési@tanúsítvány
2112634-16, 4006 	 önálló@vállalkozás
2112660-2841, 5631 	 zoonózist@okozó@szalmonella
2112713-04, 0816 	 Szudáni@Felszabadítási@Hadsereg
2112714-04 	 JEM
2112732-1021, 5641 	 Európai@Halászati@Alap
2112855-5206, 6606 	 energiahatékonysági@mutató
2112858-5611 	 EGK-hektolitertömeg
2112865-66, 6826 	 kapacitásfelosztás
2112872-5606 	 közvetlen@kifizetésekkel@foglalkozó@irányítóbizottság
2112877-66, 6621 	 kontinentális@európai@hálózat
2112911-20, 66, 6621 	 áramtőzsde
2112913-66 	 intelligens@energia
2112932-2841 	 hypospadia
2112943-2841 	 bronchopulmonalis@diszplázia
2113218-1016, 3226 	 rendszervédelmi@és@biztonsági@bizottság@(@Európai@GNSS@Ellenőrzési@Hatóság@)
2113326-5631 	 fertőző@sertésbénulás
2113549-2836 	 szüneteltetett@nyugdíj
2113619-1006, 2836 	 költségátvállalási@kérelem
2113664-10, 66 	 villamosenergia-@és@gázipari@szabályozó@hatóságok@európai@csoportja
2114074-2411 	 pénzforgalomba@szánt@érme
2114108-1006, 5611, 6031 	 az@élelmiszerlánc@,@valamint@az@állat-@és@növényegészségügy@kérdéseivel@foglalkozó@konzultatív@csoport
