84-1011 	 tagállami@hatáskör
896789-4816 	 nagy@sebességű@transzeurópai@vasúti@rendszer
896808-4816 	 kölcsönös@átjárhatóságot@lehetővé@tevő@rendszerelem
896839-4816 	 Európai@Vasúti@Forgalomirányítási@Rendszer
896843-04, 1016 	 Ázsia@–@Európa@Alapítvány
896866-2841 	 élelmiszer@eredetű@megbetegedés
896881-66, 6621 	 tenyészanyag
896886-1016, 3236 	 összehangolás@vagy@összekapcsolás
896930-12 	 hatályvesztés@felülvizsgálata
896940-0821, 3226, 6411 	 geostacionárius@műhold
896962-6411, 6416 	 nanotechnológia
896976-0806, 1016 	 Euromediterrán@megállapodás@egyrészről@az@Európai@Közösségek@és@azok@tagállamai@,@és@másrészről@a@Marokkói@Királyság@közötti@társulás@létrehozásáról
896977-7606 	 az@Egyesült@Nemzetek@Közgyűlésének@rendkívüli@ülésszaka
896978-72 	 Kelet-timori@Demokratikus@Köztársaság
896984-2841, 6411 	 önellenőrzésre@szolgáló@eszköz
897005-3236 	 kibertér
897006-0806, 1016 	 Partnerségi@és@együttműködési@megállapodás@egyrészről@az@Európai@Közösségek@és@tagállamai@,@és@másrészről@az@Üzbég@Köztársaság@közötti@partnerség@létrehozásáról
897016-3226, 3231, 3236 	 intranet
897019-2431, 4006 	 legfelső@szintű@anyavállalat
897025-0806, 24 	 Jegyzőkönyv@az@Európai@Unióról@szóló@szerződés@K.3.@cikke@alapján@,@az@Európai@Közösségek@pénzügyi@érdekeinek@védelméről@szóló@egyezménynek@az@Európai@Közösségek@Bírósága@általi@,@előzetes@döntéshozatal@révén@történő@értelmezéséről
897043-1631, 2826, 4406 	 foglalkoztatási@ráta
897144-08, 7606 	 a@Főképviselő@Hivatala
897227-0811, 1611 	 humán@fejlődés
897229-2841, 5631 	 szívburokvizenyő
897258-3226, 3236 	 internetes@oldal
897265-0811 	 a@Mercosur@részes@államai
897278-3226, 3236 	 internet-hozzáférési@szolgáltatást@nyújtó@szolgáltató
897285-20, 2031, 3226, 3236 	 elektronikus@kereskedelem
897293-3226, 3236 	 internetszolgáltató
897300-3226, 3236 	 hivatkozás
897322-3226, 3236 	 virtuális@magánhálózat
897323-3226, 3236, 52 	 honlap
897356-0806, 1016 	 Jegyzőkönyv@az@Európai@Unióról@szóló@szerződés@K.3.@cikke@alapján@,@az@Európai@Közösségek@pénzügyi@érdekeinek@védelméről@szóló@egyezményhez
897421-0416, 1016 	 házankénti@külön@szavazás
897482-52 	 szénelnyelő
897484-7606 	 az@ENSZ@Projekttámogatási@Hivatala
897497-2021, 6416 	 szerzői@jogi@védelem@alatt@álló@mű
897532-2021 	 hamisított@védjeggyel@ellátott@áruk
897571-1016, 16, 4031 	 piacra@jutási@stratégia
897580-1236 	 áldozattá@válás
897583-2826, 44 	 alapvető@munkaügyi@normák
897597-12, 2021 	 bepanaszolt@fél
897604-2406, 2411 	 eurocent
897608-2021 	 kereskedési@egység
897691-7606 	 funkcionális@bizottság
897724-2006, 2021 	 érvényes@ajánlat
897776-2441, 52 	 környezetvédelmi@szempontok@érvényesítése@a@költségvetésben
897814-3606, 5211, 5641 	 egyszarvú@jéghal
897818-12, 3206, 5211 	 tisztségviselő
897865-2841, 6811 	 molekuláris@modellezés
897877-60 	 Humanitárius@Segélyek@Bizottsága
897891-0406, 1016 	 főkormányzó
897918-4821 	 személyhajó
897929-3206, 3236 	 számolási@készség
897937-0821, 1016, 6416, 6806 	 európai@védelmi@technológiai@és@ipari@bázis
897974-16, 2406, 2411 	 reálárfolyam-eltérés
897976-16, 2406, 2411, 2441 	 költségvetési@pozíció
897977-10, 2436 	 túlzotthiány-eljárás
897983-16, 2406, 2411, 2416, 2441 	 egyensúlyhoz@közeli@vagy@többletet@mutató@költségvetési@pozíció
898028-0811, 1016, 1211 	 európai@végrehajtható@okirat
898033-44, 4821 	 a@tengerészek@képzéséről@,@képesítéséről@és@az@őrszolgálat@ellátásáról@szóló@szabályzat
898071-4811, 4816, 52, 6411, 6826 	 fedélzeti@diagnosztikai@rendszer
898075-16, 24 	 egyenlő@versenyfeltételek
898077-1216, 3606 	 DNS-profil
898222-3606, 5211, 5641 	 atlanti@tükörhal
898262-2811 	 átmeneti@védelem
898265-2006, 40 	 sikertelen@ajánlattevő
898395-2406, 2411 	 nem@résztvevő@tagállam
898398-3236 	 távoli@munkaállomás
898426-12 	 bűnüldöző@hatóság
898494-1016, 1236 	 a@szabadságon@,@a@biztonságon@és@a@jog@érvényesülésén@alapuló@térség
898529-52, 66 	 szén@-@dioxid@-@intenzitás
898532-1006 	 nem@hivatalos@háromoldalú@egyeztetés
898577-4821, 6411 	 tehergépjármű
898631-1016 	 zárónyilatkozat
898728-24, 2416 	 jegyzési@gyakorlat
898737-2416, 2426 	 fizikai@teljesítéstől@függő@ügylet
898761-2421 	 jelzálog-fedezetű@értékpapír
898766-24, 2416 	 megtérülés
898884-2406 	 a@tízek@központi@bankjainak@Fizetési@és@Elszámolási@Rendszerek@Bizottsága
898920-16, 24 	 strukturális@hiány
898951-24 	 természetes@munkanélküliségi@ráta
898994-1006, 12 	 jogalkotási@aktus@+@nyilatkozatok
899013-16, 24, 2406, 2411 	 külfölddel@szembeni@befektetési@pozíció
899015-16, 24 	 kibocsátási@rés
899029-24 	 költségvetési@intézkedés
899045-16, 24 	 makrogazdasági@stabilizáció
899096-1006, 3231 	 akkreditáció
899099-1016, 16, 24 	 Stabilitási@és@Növekedési@Paktum
899112-24 	 makrogazdasági@stabilitás
899128-0416 	 kettős@többség
899281-00 	 áruforgalmi@egyenleg
899282-24 	 költségvetési@fegyelem
899317-66 	 üzemegyensúlyi@komponensek
899328-24 	 kereskedelemfinanszírozás
899333-4811, 5206, 6411 	 kiiktató@eszköz
899397-04, 1236 	 elszámoltathatóság
899439-24 	 konjunkturális@körülmények
899448-0811, 7606 	 Központi@Megújuló@Segélyalap
899499-24 	 inflációs@célkövető@rendszer
899505-24 	 kínálati@sokk
899533-4021 	 tudásmenedzsment
899535-24 	 maginfláció
899545-16, 2826, 3206 	 tanuló@szervezet
899548-24 	 másodlagos@hatások
899633-24 	 hitelveszteségek@fedezetére@képzett@céltartalék(ok)
899652-24 	 pénzügyi@nehézség
899660-2416 	 nagykereskedelmi@finanszírozás
899662-24, 2416 	 repopiac
899667-24, 2416 	 jelzálog-hitelezés
899747-0806, 1211 	 a@gyermekek@nemzetközi@védelméről@szóló@1996.@évi@Hágai@Egyezmény
899822-2406, 2411 	 könyvelési@rendszer
899899-1631 	 statisztikák@előállítása
899926-1016, 1236, 7606 	 az@ENSZ@Abháziai@Emberi@Jogi@Hivatala
900003-2826, 3206 	 foglalkoztathatósági@készségek
900009-2026 	 szállítói@lánc
900011-5631, 6011 	 szűzlép
900023-1631, 2821, 3226 	 érdekelt@fél
900032-3226, 6831 	 alépítmény
900055-4011 	 startup
900090-0811, 7616 	 SICA
900166-0821, 1016 	 európai@védelmieszköz-piac
900203-1016 	 elhelyezési@körlet
900212-16, 3206, 3231 	 tudástársadalom
900228-1021 	 az@átláthatóság@elve
900302-0821 	 műveleti@parancsnok
900303-0821, 1016 	 erőgenerálás
900304-0821, 1016 	 politikai@ellenőrzés
900321-0821, 7621 	 a@NATO@védelmi@tervezési@folyamata
900328-2811 	 önkéntes@visszatérés
900368-2811 	 belső@menekült
900369-1016, 2811 	 kiegészítő@védelem
900456-0821, 1016 	 vészhelyzeti@tervezés
900481-1216 	 gyermekek@szexuális@kizsákmányolása
900544-0821, 2006, 7621 	 Wassenaari@Megállapodás@a@hagyományos@fegyverek@és@kettős@felhasználású@termékek@és@technológiák@exportjának@ellenőrzéséről
900549-2841, 5631 	 állatorvosi@készítmény@rendelője
900565-0806, 2826, 52 	 katasztrófamegelőzés
900587-0806, 0811 	 szakpolitikai@párbeszéd
900603-10, 1006 	 kábítószerekkel@foglalkozó@horizontális@munkacsoport
900644-24, 4021 	 helyszíni@vizsgálat
900645-0806, 1236, 2841, 7611 	 Oviedói@Egyezmény
900649-0806, 1016, 2831, 6416 	 WPPT
900669-1236, 2826 	 alapvető@emberi@jogok
900707-0806, 3206 	 lisszaboni@elismerési@egyezmény
900792-0806, 1016, 12, 6416 	 WIPO@Szerzői@Jogi@Szerződés
900793-2431 	 szakmai@felelősségbiztosítás
900795-52, 66, 7606 	 kibocsátáskereskedelem
900808-3226, 6411 	 frekvenciasáv
900812-3226 	 frekvenciaosztás
900886-0816, 0821 	 robbanótest-mentesítés
900939-7616, 7621 	 Kormányközi@Fejlesztési@Hatóság
900980-3226, 3236 	 visszafejtés
901003-1006, 6416 	 Rendszerek@,@Informatika@és@Biztonság@Intézete
901011-52, 5636 	 fenntartható@erdőgazdálkodás
901022-16, 24 	 fiskális@impulzus
901025-16, 24 	 költségvetési@ösztönzés
901094-4826 	 földi@ellenőrzés
901109-0806, 1016, 12 	 az@AKCS@–@EU@Miniszterek@Tanácsa@eljárási@szabályzata
901209-66, 6621 	 feljogosított@fogyasztó
901212-2406, 2411 	 euró
901246-2006 	 a@kereskedelem@akadályairól@szóló@rendelet
901252-16, 24 	 ellenőrzött@külföldi@társaság
901260-2446 	 Közigazgatási@Együttműködési@Állandó@Bizottság
901261-10, 2446 	 a@belső@piac@közvetett@adózási@rendszereinek@javítását@célzó@közösségi@program
901296-60 	 gyógynövényforrázat
901314-1006, 3221 	 tájékoztató
901319-08, 1016, 2811 	 budapesti@folyamat
901327-0806, 2826 	 Egyezmény@az@otthon@végzett@munkáról@,@1996
901349-1006, 3606, 6416 	 Űrkutatási@Alkalmazások@Intézete
901357-1011 	 megkeresett@tagállam
901374-12 	 ugyanazon@eseményben@életüket@veszített@személyek
901414-04, 10, 1236 	 Európai@kezdeményezés@a@demokráciáért@és@az@emberi@jogokért
901416-0811, 7611 	 Balti-tengeri@Államok@Szubregionális@Együttműködése
901429-52, 56 	 integrált@növénytermesztés
901460-0821, 7621 	 Euroatlanti@Partnerségi@Tanács
901471-0821, 4826 	 műveleti@légi@forgalom
901587-0406 	 palesztin@elnök
901595-0806, 0811, 1016, 24 	 bilaterális@donor
901601-1016 	 aligazgató
901611-2006, 2841 	 forgalomba@hozatalt@követő@felügyelet
901624-52 	 környezetvédelmi@szempontból@megfelelő
901632-0811, 2826, 7606 	 a@Nők@Negyedik@Világkonferenciájának@pekingi@cselekvési@platformja
901634-4006 	 társadalmi@felelősségvállalásra@utaló@jelölés
901652-2811 	 befogadási@feltételek
901740-24, 2406 	 az@IMF@új@hitelegyezménye
901741-3206, 6416 	 a@tudás@Európája
901760-2011 	 új@számítógépesített@árutovábbítási@rendszer
901810-3236, 4026 	 ellenőrzési@nyomvonal
901848-4826 	 üzembentartási@kézikönyv
901855-52, 5641 	 érték@szerinti@szelektálás
901888-0806, 2826 	 (@felülvizsgált@)@Európai@Szociális@Charta
901914-2826 	 juttatási@rendszer
901920-1006, 3226 	 Távközlési@Megfelelőségértékelési@és@Piacfelügyeleti@Bizottság
901948-0806, 1011, 12 	 1994.@december@20-i@intézményközi@megállapodás@a@jogszabályszövegek@hivatalos@egységes@szerkezetbe@foglalásának@gyorsított@munkamódszeréről
901983-0821, 68 	 üzemeltetés@közbeni@karbantartás
902013-2421 	 fedezeti@alap
902022-52, 5206 	 illékony@kibocsátás
902029-0806, 1016, 1216 	 Második@Jegyzőkönyv@az@Európai@Unióról@szóló@szerződés@K.3.@cikke@alapján@az@Európai@Közösségek@pénzügyi@érdekeinek@védelméről@szóló@egyezményhez
902074-0811, 60 	 élelmiszerekhez@való@hozzáférés
902197-2841, 6621 	 felszabadítási@szint
902219-0431, 6811 	 vegyi@anyag
902229-4806, 4811 	 vészüzemmód
902289-2811 	 biztonságos@harmadik@ország
902300-1016 	 gyermekbántalmazás
902319-2821 	 marginalizált@csoport
902325-1016, 2406, 2411 	 hiánycsökkentés
902331-2841 	 női@körülmetélés
902332-0431, 1006 	 személyi@biztonsági@tanúsítvány
902344-1006 	 szervezett@bűnözési@multidiszciplináris@munkacsoport
902365-1606, 2416, 40 	 túl@nagy@ahhoz@,@hogy@csődbe@menjen
902433-12, 2806 	 szülői@felelősség
902488-4811, 52 	 túlzott@kibocsátást@mutató@jármű
902534-2826, 44, 4416 	 aktivizálás
902616-1016 	 a@Béke-végrehajtási@Tanács@irányítóbizottsága
902669-0806, 0821 	 SALT@II.@szerződés
902676-0806, 0816, 0821 	 stratégiaifegyverzet-csökkentési@szerződés
902682-10, 1006 	 új@épületekkel@foglalkozó@munkacsoport
902687-0806, 0816, 0821 	 START@II.@szerződés
902695-0436, 0806, 1216, 4816 	 a@robbantásos@terrorizmus@visszaszorításáról@szóló@nemzetközi@egyezmény
902729-1006 	 az@Európai@Tanács@rendkívüli@ülése
902730-10, 1006 	 adóügyi@munkacsoport@(@közvetett@adók@)
902745-0431, 0821 	 kézi-@és@könnyűfegyverek
902747-2826, 5206 	 reziliencia
902753-0806, 52 	 üvegházhatást@okozó@gázok@nemzeti@jegyzéke
902757-08, 0821, 2006, 24, 2811, 52 	 tehermegosztás
902767-1016, 2426, 6621 	 Csernobili@Szarkofág@Alap
902777-0806, 1016, 5206, 7606 	 Egyezmény@a@környezeti@ügyekben@az@információhoz@való@hozzáférésről@,@a@nyilvánosságnak@a@döntéshozatalban@történő@részvételéről@és@az@igazságszolgáltatáshoz@való@jog@biztosításáról
902821-2411, 3236 	 elektronikus@pénztárca
902859-1016, 12 	 Európai@Igazságügyi@Hálózat
902971-1016, 2811 	 biztonságos@származási@ország
903130-3236 	 adatállomány
903137-0806, 0811 	 politikai@párbeszéd
903167-1236, 2826 	 etnikai@származás
903209-3226 	 tengeri@mozgószolgálat
903216-1006 	 a@soron@következő@elnökség
903246-3606, 5641 	 lágy@tőkehalfajok
903257-3606, 5641 	 szalonkahal-félék
903258-3606, 5641 	 csíkos@tengeri@süllő
903260-3606, 5641 	 közönséges@villásmakréla
903263-3606, 5641 	 sügéralakúak
903276-3206 	 transzverzális@kompetencia
903282-3606, 5641 	 cápaalakúak
903291-3606, 5641 	 mászórákok@alrendje
903299-3606, 5641 	 garnélák@alrendje
903300-3606, 5641 	 kacsakagyló
903354-2841 	 egyéni@károsodás
903406-2426 	 üzleti@esettanulmány
903413-0816, 2811 	 kvótamenekült
903432-12, 2811 	 ujjnyomatvétel
903437-2826, 5206, 60 	 kockázat
903529-52 	 kiotói@gázok
903567-0806, 1016 	 Asz@.
903576-3606, 5211, 5641 	 söprögető@rákok
903624-1006, 4826 	 Európai@Repülésbiztonsági@Ügynökség
903651-3606, 5641 	 tengeri@sünök
903654-2006 	 közös@közbeszerzés
903655-3606, 5641 	 ehető@zsákállat
903656-3606, 5641 	 vörös@algák
903657-3606, 5641 	 koronás@pálmamoszat
903661-3606, 5641 	 vörös@szalaghal
903691-2811 	 származási@régió
903695-1016, 7606 	 az@ENSZ@polgári@rendőrsége
903709-1006, 1016 	 fehér@könyv
903777-3236 	 információs@társadalommal@összefüggő@szolgáltatás
903806-0821, 1016 	 teljes@körű@vezetés
903869-16, 66 	 energetikai@szolgáltató@vállalkozás
903888-16, 24, 4026 	 kockáztatott@érték
903923-1016, 1216, 3236 	 csúcstechnológiai@bűnözés
903950-12 	 vallomástétel@megtagadásának@joga
903968-10, 1006 	 borokkal@és@más@alkoholfélékkel@foglalkozó@munkacsoport@(@aromás@borok@)
903987-1016 	 videokamerás@megfigyelés
903989-3606, 5641 	 tízujjú@nyálkásfejűhalak
903994-10, 1006 	 postai@szolgáltatásokkal@foglalkozó@munkacsoport
903997-0816, 0821 	 többfunkciós@békefenntartó@művelet
904032-2841 	 virulencia@visszatérése
904058-12 	 alaki@érvényesség
904123-3606, 5641 	 vitorláskardoshal-félék
904182-2841, 5631 	 babesiosis
904187-0806, 1016 	 csatlakozási@partnerség
904188-1611, 24, 28 	 mikrofinanszírozás
904191-4816, 52 	 tiszta@üzemű@gépjármű
904200-0811, 7606 	 Népesedésügyi@és@Fejlesztési@Bizottság
904207-10, 1006 	 a@schengeni@vívmányokkal@foglalkozó@munkacsoport
904217-1011, 1016, 1231 	 közös@álláspont@+@nyilatkozat
904221-2421 	 alapeszköz
904225-24, 2406, 2411, 2416, 2421 	 arbitrázs
904256-2421, 2426 	 határidős@tőzsdei@ügylet
904337-1006, 1016 	 a@Tanács@rendkívüli@ülése
904347-1016, 12, 16, 52 	 vétkességi@felelősség
904348-08, 2811 	 határőr
904349-48, 4811, 6411 	 intelligens@közlekedési@rendszer
904384-16, 4026 	 valós@érték
904421-3606, 4826 	 űrszemét
904426-10, 1011 	 Jegyzőkönyv@az@Európai@Unió@keretébe@beillesztett@schengeni@vívmányokról
904481-1016, 1216 	 büntetőjogi@szankció
904489-1016, 2811 	 schengeni@konzultációs@hálózat
904500-2826, 4406 	 foglalkoztatást@ösztönző
904506-0816, 6621 	 Nemzetközi@Fizikai@Védelmi@Tanácsadó@Szolgálat
904513-16, 2826, 4406 	 közös@foglalkoztatási@jelentés
904570-2841, 6621 	 leadott@sugárdózis
904618-0806, 0821 	 Ottawai@Egyezmény
904654-24, 2421 	 árfolyam-különbözeti@ügyletre@szóló@megbízás
904662-2031, 2421 	 terpesz
904691-1016, 3226, 3236 	 feltörés
904696-72 	 Peking
904717-1011 	 Ez@az@[@ESZKÖZ@]@az@Európai@Unió@Hivatalos@Lapjában@való@kihirdetésének@napján@(@kihirdetését@követő@(@…@)@napon@)@lép@hatályba@.
904737-16 	 stabilitási@program
904776-0811 	 fejlődő@kis@szigetállamok
904777-2826 	 társadalmi@összetartozás
904806-2446 	 a@vállalkozások@adózására@vonatkozó@magatartási@kódex
904814-0821, 2006, 6621 	 küszöblista
904852-5641 	 fiatal@tengeri@élőlények@védelme
904856-10, 1006 	 a@nyugat-balkáni@régióval@foglalkozó@munkacsoport
904861-1016, 3236 	 hamis@és@eredeti@okmányok@online
904876-0806, 1016, 2006 	 piacvédelmi@eszköz
904883-1006 	 a@Tanács@Főtitkárságának@Biztonsági@Hivatala
904935-28, 4406, 4411 	 aktív@munkaerőpiaci@intézkedés
904956-24, 2416 	 jelzálog-hitelbiztosítéki@érték
905005-7621 	 G7-ek
905024-2826 	 a@nyugdíjjogosultság@megszerzéséhez@szükséges@időszak
905027-2826 	 szerzett@nyugdíjjogosultság
905039-1011, 1211, 1231 	 bejegyzett@élettársi@kapcsolat
905050-1216, 1221 	 kényszerintézkedés
905166-28 	 zaklatás
905177-0806, 2826, 7606 	 Egyezmény@a@tengerészek@munka-@és@életkörülményeinek@ellenőrzéséről
905179-0806, 2826, 7606 	 Egyezmény@a@tengerészek@toborzásáról@és@munkaközvetítéséről@,@1996
905191-0806, 2826, 4416, 4811, 4821, 7606 	 Egyezmény@a@tengerészek@munkaidejéről@és@a@személyzet@létszámáról@a@hajók@fedélzetén@,@1996
905202-0806, 2826 	 1996.@évi@jegyzőkönyv@a@kereskedelmi@hajózásról@(@minimális@előírások@)@szóló@1976.@évi@egyezményhez
905205-0806, 1016 	 Jegyzőkönyv@az@egyrészről@az@Európai@Közösségek@és@tagállamai@,@és@másrészről@Ukrajna@közötti@partnerség@létrehozásáról@szóló@partnerségi@és@együttműködési@megállapodáshoz
905206-0806, 1016 	 Jegyzőkönyv@az@egyrészről@az@Európai@Közösségek@és@azok@tagállamai@,@másrészről@az@Orosz@Föderáció@közötti@partnerség@létrehozásáról@szóló@partnerségi@és@együttműködési@megállapodáshoz
905235-3206 	 európai@oktatási@térség
905292-1016, 24, 2441 	 pénzügyi@bizottság
905300-1016, 2811 	 Vízumokra@vonatkozó@közös@konzuli@utasítás@a@diplomáciai@és@konzuli@képviseletek@számára
905321-4816, 4821, 52 	 biztonságirányítási@rendszer
905328-16, 2446 	 a@kódex@szerint@káros@rendelkezések@leépítése
905329-2446 	 a@kódex@szerint@káros@rendelkezésekre@vonatkozó@moratórium
905335-2826 	 kiegészítő@nyugdíjjogosultságok
905343-0431, 1016, 1216 	 rendőrségi@és@igazságügyi@együttműködés@a@büntetőügyekben
905345-1216, 1236 	 teljes@elkülönítés
905441-1221 	 bizonyításfelvétel
905466-1216, 24 	 pénzügyi@információs@egység
905471-16, 6621 	 kisfeszültségi@irányelv
905510-0806, 12 	 hitelesítés
905512-3606, 5641 	 ugrókagyló
905513-0806, 12 	 Európai@egyezmény@az@állampolgárságról
905529-6411 	 megfelelőségértékelő@szervezet
905537-1016, 1216 	 bűnmegelőzés
905553-3606, 52 	 vízgyűjtő@kerület
905556-52 	 vízgyűjtő-gazdálkodási@terv
905565-1016, 1616 	 Északi@Dimenzió
